kota_raw,kota,rumah_sakit,nomor_telpon,nama_dokter,spesialis_raw,spesialis_standar,subspesialis_raw,subspesialis_standar,non_spesialis_raw,sumber_data
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"dr. Angela Gracia Abadi, M.Kes, SpS",Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"dr. Asmuliadi, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"dr. Aswira Aslam, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"dr. Bambang Budiono, SpJP, FIHA, FAPSIC, FSCAI",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"dr. Charles Wijaya Tan, M.Kes, Sp.An-KMN",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"dr. Djunaidi Ruray, SpPD, FINASIM, MARS",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"Dr. dr. Akhtar Fajar Muzakkar, SpJP (K)",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"Dr. dr. Bob Wahyudin, SpA (K), IBCLC",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"Dr. dr. Elizabet Catherine Jusuf, SpOG (K)",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"Dr. dr. Fabiola Maureen Shinta Adam, SpPD-KEMD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"Dr. dr. Jainal Arifin, M.Kes, SpOT (K) Spine, FICS",Spesialis Bedah Orthopedi (Sp.OT),Spesialis Orthopaedi dan Traumatologi (Sp.OT),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"Dr. dr. Muh. Sakti, SpOT (K) Knee",Spesialis Bedah Orthopedi (Sp.OT),Spesialis Orthopaedi dan Traumatologi (Sp.OT),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"Dr. dr. Nugraha U. Pelupessy, SpOG (K)",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"Dr. dr. Rini Rachmawarni Bachtiar, SpPD-KGEH, MARS",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"Dr. dr. Syarif, SpU (K)",Spesialis Urologi (Sp.U),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"Dr. dr. Tutik Harijanti, SpPD-KHOM",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"Dr. dr. Warsinggih, SpB-KBD",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"dr. Emanuel Quadarusman, SpTHT-KL",Spesialis Telinga Hidung Tenggorokan (Sp.THT),"Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"dr. Erwin Syarifuddin, SpB-KBD",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"dr. Fery Wijaya, SpOG, KFER",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Makassar,Kota Makassar,Siloam Hospitals Makassar,-,"dr. Firman, SpJP",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kota Lubuklinggau,Kota Lubuklinggau,Siloam Hospitals Lubuk Linggau,-,"dr. Ari Utama, SpTHT-KL","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,stella_maris_makassar_csv
Kota Lubuklinggau,Kota Lubuklinggau,Siloam Hospitals Lubuk Linggau,-,"dr. Asri Indriyani Putri, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Lubuklinggau,Kota Lubuklinggau,Siloam Hospitals Lubuk Linggau,-,"dr. Fitria Koeshardani, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Lubuklinggau,Kota Lubuklinggau,Siloam Hospitals Lubuk Linggau,-,"dr. Freddy Panggabean, M. Ked (Paru), SpP",Spesialis Penyakit Paru (Sp.P),Spesialis Penyakit Paru (Sp.P),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Adi Suryanto Budhipramono, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Allan Archie Tjahja Sangian, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Alvin Saputra, SpKJ",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Andreas Liando, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Andry Juliansen, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Anthony Berlim, SpB",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Bernard Agung B.S., SpB, K. Onk",Spesialis Bedah (Sp.B) Onkologi,Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B) Onkologi,Subspesialis Bedah Onkologi,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Budhi Adhiwidjaja, SpBTKV",Spesialis Bedah Thoraks dan Kardiovaskular (Sp.BTKV),Spesialis Bedah Thoraxs Kardiovaskular (Sp.BTKV),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Budijanto Chandra, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Budi Purnomo, SpA, K",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Budi Rahmat, SpBTKV",Spesialis Bedah Thoraks dan Kardiovaskular (Sp.BTKV),Spesialis Bedah Thoraxs Kardiovaskular (Sp.BTKV),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. C. Herawati Sri Ratna Dewi, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Dachrial Daud, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Deddy Hermawan Susanto, SpJP(K)",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Diana Paramita, SpPD, KHOM",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Dion Oscar Iskandar, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Donny Gunawan, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. dr. Benyamin Lukito, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. dr. Edwin R.P.L. Tobing, SpU",Spesialis Urologi (SpU),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. dr. Erwin Mulyawan, SpAn, KMN, FIPM",Spesialis Anestesiologi (Sp.An-TI),Spesialis Anestesiologi (Sp.An-TI),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. dr. FC. Christofani Ekapatria, SpOG, Subsp F.E.R",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Subsp F.E.R,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. dr. Freda Susana Halim, SpB",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. drg. Andi S. Budihardja, SpBM, K",Spesialis Bedah Mulut (SpBM),Spesialis Bedah Mulut (SpBM),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. dr. Hannah Kiati TM Damar, SpDVE",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. dr. Ira Andaningsih, SpJP",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. dr. John C.P. Butarbutar, SpOT, K",Spesialis Bedah Orthopedi (Sp.OT),Spesialis Orthopaedi dan Traumatologi (Sp.OT),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. dr. Lutfi Hendriansyah, SpBS, K",Spesialis Bedah Saraf (Sp.BS),Spesialis Bedah Saraf (Sp.BS),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. dr. Pricilla Yani Gunawan, Sp.N",Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. dr. Rocksy Fransisca V Situmeang, Sp.N",Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. dr. Sunanto, SpJP, K",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. dr. Titis Dewi Wahyuni, SpP",Spesialis Penyakit Paru (Sp.P),Spesialis Penyakit Paru (Sp.P),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. dr. Vito Anggarino Damay, SpJP (K), M.Kes, AIFO-K",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"Dr. dr. Yesaya Yunus, SpBS, K",Spesialis Bedah Saraf (Sp.BS),Spesialis Bedah Saraf (Sp.BS),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Ekawaty Yasinta Yohana Larope, SpA, K",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Elvie C Sangian, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Emanoel Oepangat, SpJP, K",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Endang M Johani, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Faizah Nur Idris, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Fatrin Patrycia Salim, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Lippo Village,-,"dr. Felix Fodianto, SpJP",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kabupaten Bekasi,Kabupaten Bekasi,Siloam Hospitals Lippo Cikarang,-,"dr. Andreas Wardono, SpKFR, M.Kes",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,stella_maris_makassar_csv
Kabupaten Bekasi,Kabupaten Bekasi,Siloam Hospitals Lippo Cikarang,-,"dr. Bagus Sasongko, SpBS, FN-TB, M.Kes, FINSS",Spesialis Bedah Thoraks dan Kardiovaskular (Sp.BS),Spesialis Bedah Saraf (Sp.BS),-,-,-,stella_maris_makassar_csv
Kabupaten Bekasi,Kabupaten Bekasi,Siloam Hospitals Lippo Cikarang,-,"dr. Bambang Hari Santosa, SpTHT-KL","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,stella_maris_makassar_csv
Kabupaten Bekasi,Kabupaten Bekasi,Siloam Hospitals Lippo Cikarang,-,"dr. Baringin De Samakto Sitompul, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kabupaten Bekasi,Kabupaten Bekasi,Siloam Hospitals Lippo Cikarang,-,"dr. Christine Anita, SpJP",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kabupaten Bekasi,Kabupaten Bekasi,Siloam Hospitals Lippo Cikarang,-,"Dr. dr. Antonia Anna Lukito, SpJP (K), FIHA",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kabupaten Bekasi,Kabupaten Bekasi,Siloam Hospitals Lippo Cikarang,-,"Dr. dr. Theresia Santi, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kabupaten Bekasi,Kabupaten Bekasi,Siloam Hospitals Lippo Cikarang,-,"dr. Ferdianto, SpOK",Spesialis Orthopedi (Sp.OK),Spesialis Orthopaedi dan Traumatologi (Sp.OT),-,-,-,stella_maris_makassar_csv
Labuan Bajo,Labuan Bajo,Siloam Hospitals Labuan Bajo,-,"dr. Alif Reza Faisal S., Sp.M",Spesialis Mikrobiologi Klinik (Sp.MK),Spesialisasi Mikrobiologi Klinik (Sp.MK),-,-,-,stella_maris_makassar_csv
Labuan Bajo,Labuan Bajo,Siloam Hospitals Labuan Bajo,-,"dr. Cahyo Wicaksono Siswantoro, Sp.N",Spesialis Saraf (Sp.N),Spesialis Saraf (Sp.S),-,-,-,stella_maris_makassar_csv
Labuan Bajo,Labuan Bajo,Siloam Hospitals Labuan Bajo,-,"dr. Debrayat Osiana, SpKJ",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,stella_maris_makassar_csv
Labuan Bajo,Labuan Bajo,Siloam Hospitals Labuan Bajo,-,"dr. Dian Purnama Sari, Sp.A",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Labuan Bajo,Labuan Bajo,Siloam Hospitals Labuan Bajo,-,"dr. Eunice Gunawan, Sp.DVE",Spesialis Duktus Vena (Sp.DVE),Spesialis Kulit dan Kelamin (Sp.KK),-,-,-,stella_maris_makassar_csv
Labuan Bajo,Labuan Bajo,Siloam Hospitals Labuan Bajo,-,"dr. Firman Nugroho, Sp.U",Spesialis Urologi (Sp.U),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Kota Kupang,Kota Kupang,Siloam Hospitals Kupang,-,"dr. Anna Celesta Nastasia Nalley, Sp.Rad, R.I(K)",Spesialis Radiologi (Sp.Rad),Spesialis Radiologi (Sp.Rad),-,-,-,stella_maris_makassar_csv
Kota Kupang,Kota Kupang,Siloam Hospitals Kupang,-,"dr. Bobby Sutojo, SpU",Spesialis Urologi (Sp.U),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Kota Kupang,Kota Kupang,Siloam Hospitals Kupang,-,"dr. Donny Argie, SpBS, NVas",Spesialis Bedah Saraf (Sp.BS),Spesialis Bedah Saraf (Sp.BS),-,-,-,stella_maris_makassar_csv
Kota Kupang,Kota Kupang,Siloam Hospitals Kupang,-,"dr. Dyah Gita Rambu Kareri, SpKFR",Spesialis Kedokteran Fisik dan Rehabilitasi,Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,stella_maris_makassar_csv
Kota Kupang,Kota Kupang,Siloam Hospitals Kupang,-,"dr. Eric Sibastian Hutauruk, SpU, FICS",Spesialis Urologi (Sp.U),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Kota Kupang,Kota Kupang,Siloam Hospitals Kupang,-,"dr. Evivana Sri Sundari, MSc, SpKK",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),-,-,-,stella_maris_makassar_csv
Kota Kupang,Kota Kupang,Siloam Hospitals Kupang,-,"dr. Fery Andy Christian Purba, SpB-Onk",Spesialis Bedah Onkologi (Sp.B.Onk),Spesialis Bedah (Sp.B),Spesialis Bedah Onkologi (Sp.B.Onk),Subspesialis Bedah Onkologi,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Kelapa Dua,-,"dr. Amanda A.T Siagian, SpTHT-BKL","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Kelapa Dua,-,"dr. Anyeliria Sutanto, Sp.N",Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Kelapa Dua,-,"dr. Christiano Tansol, SpU",Spesialis Urologi (Sp.U),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Kelapa Dua,-,"dr. Daniel Ferrand, SpB, FICS, FINACS",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Kelapa Dua,-,"Dr. dr. Jacobus Jeno Wibisono, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Kelapa Dua,-,"Dr. dr. Nata Pratama Hardjo Lugito, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kabupaten Tangerang,Kabupaten Tangerang,Siloam Hospitals Kelapa Dua,-,"Dr. dr. Theo Audi Yanto, SpPD, FINASIM, AIFO-K",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Albertus Marcelino, Sp.U, FICS",Spesialis Urologi (Sp.U),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Alexandra M.D Ridjab, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Antonius Agung Purnama, SpB",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Antono Sutandar, SpJP (K)",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Asril Moeis, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Aulia Pranandrari, SpP",Spesialis Paru (Sp.P),Spesialis Penyakit Paru (Sp.P),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Bambang Heru Handojo, SpP",Spesialis Paru (Sp.P),Spesialis Penyakit Paru (Sp.P),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Benhard BJ Panjaitan, SpTHT-KL","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Charles Martamba Hutasoit, SpU",Spesialis Urologi (Sp.U),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Clara Krishanti Koestoer, SpN",Spesialis Saraf (Sp.N),Spesialis Saraf (Sp.S),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Daniel Petrus Marpaung, SpOT (K)",Spesialis Bedah Orthopedi (Sp.OT),Spesialis Orthopaedi dan Traumatologi (Sp.OT),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"Dr. dr. Franky Hartono, SpOT (K)",Spesialis Bedah Orthopedi (Sp.OT),Spesialis Orthopaedi dan Traumatologi (Sp.OT),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"Dr. dr. Laurentius Aswin Pramono, M.Epid., Sp.PD-KEMD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"Dr. dr. Petra O. P. Wahjoepramono, Sp.B.S., B.Med.Sci.(Hons.), FICS, FINSS",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"Dr.dr. Ryanto Karobuana Sitepu, SpB-KBD",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Elisa Feriyanti Pakpahan, SpJP",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
